"No.","Time","Source","Destination","Protocol","Length","Info"
"11163","35.312621","63.251.109.124","134.114.109.190","TCP","60","443  >  51788 [ACK] Seq=6154 Ack=1172 Win=27872 Len=0"
"11164","35.354182","52.7.251.197","134.114.109.190","TLSv1.2","371","Application Data"
"11165","35.354247","134.114.109.190","52.7.251.197","TCP","66","51663  >  443 [ACK] Seq=3917 Ack=9604 Win=130752 Len=0 TSval=632611515 TSecr=278360165"
"11166","35.366156","134.114.109.190","52.24.31.255","TLSv1.2","639","Application Data"
"11167","35.366619","134.114.109.190","172.217.4.130","QUIC","140","Payload (Encrypted), PKN: 26, CID: 5852451758725376348"
"11168","35.366701","134.114.109.190","52.24.31.255","TCP","1434","51787  >  443 [ACK] Seq=644 Ack=3306 Win=131072 Len=1368 TSval=632611526 TSecr=322049565 [TCP segment of a reassembled PDU]"
"11169","35.366701","134.114.109.190","52.24.31.255","TCP","1434","51787  >  443 [ACK] Seq=2012 Ack=3306 Win=131072 Len=1368 TSval=632611526 TSecr=322049565 [TCP segment of a reassembled PDU]"
"11170","35.366702","134.114.109.190","52.24.31.255","TLSv1.2","661","Application Data"
"11171","35.368768","134.114.109.190","185.167.164.43","TLSv1.2","239","Application Data"
"11172","35.369157","134.114.109.190","172.217.4.130","QUIC","474","Payload (Encrypted), PKN: 11, CID: 2367890424197743326"
"11173","35.369783","134.114.109.190","63.251.109.124","TCP","54","51790  >  443 [FIN, ACK] Seq=1199 Ack=6125 Win=262144 Len=0"
"11174","35.370283","134.114.109.190","107.178.246.49","TLSv1.2","197","Application Data"
"11175","35.370329","134.114.109.190","63.251.109.124","TCP","54","51789  >  443 [FIN, ACK] Seq=1171 Ack=6154 Win=65535 Len=0"
"11176","35.373357","134.114.109.190","172.217.4.130","QUIC","231","Payload (Encrypted), PKN: 12, CID: 2367890424197743326"
"11177","35.381090","134.114.109.190","54.212.249.24","TLSv1.2","593","Application Data"
"11178","35.384658","134.114.109.190","52.40.34.98","TCP","1434","51760  >  443 [ACK] Seq=5645 Ack=1601 Win=131072 Len=1368 TSval=632611543 TSecr=1289935121 [TCP segment of a reassembled PDU]"
"11179","35.384659","134.114.109.190","52.40.34.98","TLSv1.2","390","Application Data"
"11180","35.385141","107.178.246.49","134.114.109.190","TCP","66","443  >  51763 [ACK] Seq=6432 Ack=2399 Win=69888 Len=0 TSval=4067678441 TSecr=632611529"
"11181","35.386242","134.114.109.97","224.0.0.251","MDNS","94","Standard query response 0x0000 A, cache flush 172.20.211.129"
"11182","35.388644","172.217.4.130","134.114.109.190","QUIC","62","Payload (Encrypted), PKN: 9"
"11183","35.397084","63.251.109.124","134.114.109.190","TCP","60","443  >  51789 [ACK] Seq=6154 Ack=1172 Win=27872 Len=0"
"11184","35.397181","63.251.109.124","134.114.109.190","TCP","60","443  >  51790 [ACK] Seq=6125 Ack=1200 Win=45056 Len=0"
"11185","35.400739","134.114.109.190","172.217.11.162","QUIC","1392","Payload (Encrypted), PKN: 51, CID: 7281794496133835767"
"11186","35.400750","134.114.109.190","172.217.11.162","QUIC","360","Payload (Encrypted), PKN: 52, CID: 7281794496133835767"
"11187","35.407211","172.217.4.130","134.114.109.190","QUIC","62","Payload (Encrypted), PKN: 34"
"11188","35.407827","172.217.4.130","134.114.109.190","QUIC","99","Payload (Encrypted), PKN: 35"
"11189","35.407930","172.217.4.130","134.114.109.190","QUIC","60","Payload (Encrypted), PKN: 36"
"11190","35.407968","134.114.109.190","172.217.4.130","QUIC","70","Payload (Encrypted), PKN: 27, CID: 5852451758725376348"
"11191","35.410760","172.217.4.130","134.114.109.190","QUIC","152","Payload (Encrypted), PKN: 10"
"11192","35.410892","172.217.4.130","134.114.109.190","QUIC","60","Payload (Encrypted), PKN: 11"
"11193","35.411038","134.114.109.190","172.217.4.130","QUIC","70","Payload (Encrypted), PKN: 13, CID: 2367890424197743326"
"11194","35.411416","52.24.31.255","134.114.109.190","TCP","66","443  >  51787 [ACK] Seq=3306 Ack=3380 Win=33536 Len=0 TSval=322049592 TSecr=632611526"
"11195","35.413294","fe80::d5e8:2359:ddd1:bb36","ff02::c","SSDP","208","M-SEARCH * HTTP/1.1 "
"11196","35.414406","52.24.31.255","134.114.109.190","TLSv1.2","394","Application Data"
"11197","35.414441","134.114.109.190","52.24.31.255","TCP","66","51787  >  443 [ACK] Seq=3975 Ack=3634 Win=130720 Len=0 TSval=632611571 TSecr=322049592"
"11198","35.415917","172.217.11.162","134.114.109.190","QUIC","62","Payload (Encrypted), PKN: 54"
"11199","35.417953","10.30.16.131","224.0.1.129","PTPv2","110","Announce Message"
"11200","35.418766","134.114.109.97","224.0.0.251","MDNS","101","Standard query response 0x0000 A, cache flush 134.114.109.97"
"11201","35.428816","54.212.249.24","134.114.109.190","TLSv1.2","498","Application Data"
"11202","35.428897","134.114.109.190","54.212.249.24","TCP","66","51754  >  443 [ACK] Seq=2752 Ack=8019 Win=130624 Len=0 TSval=632611584 TSecr=2105212710"
"11203","35.429947","185.167.164.43","134.114.109.190","TCP","66","443  >  51773 [ACK] Seq=5261 Ack=1347 Win=67108864 Len=0 TSval=2935579727 TSecr=632611528"
"11204","35.430413","52.40.34.98","134.114.109.190","TCP","66","443  >  51760 [ACK] Seq=1601 Ack=7337 Win=49920 Len=0 TSval=1289935187 TSecr=632611543"
"11205","35.430716","185.167.164.43","134.114.109.190","TLSv1.2","298","Application Data"
"11206","35.430754","134.114.109.190","185.167.164.43","TCP","66","51773  >  443 [ACK] Seq=1347 Ack=5493 Win=130816 Len=0 TSval=632611585 TSecr=2935579728"
"11207","35.431088","52.40.34.98","134.114.109.190","TLSv1.2","551","Application Data"
"11208","35.431150","134.114.109.190","52.40.34.98","TCP","66","51760  >  443 [ACK] Seq=7337 Ack=2086 Win=130560 Len=0 TSval=632611586 TSecr=1289935187"
"11209","35.442470","134.114.109.190","52.40.34.98","TCP","1434","51760  >  443 [ACK] Seq=7337 Ack=2086 Win=131072 Len=1368 TSval=632611597 TSecr=1289935187 [TCP segment of a reassembled PDU]"
"11210","35.442470","134.114.109.190","52.40.34.98","TLSv1.2","569","Application Data"
"11211","35.454379","52.24.31.255","134.114.109.190","TCP","66","443  >  51786 [ACK] Seq=3306 Ack=1217 Win=29184 Len=0 TSval=322049603 TSecr=632611526"
"11212","35.455489","107.178.246.49","134.114.109.190","TLSv1.2","303","Application Data"
"11213","35.455524","134.114.109.190","107.178.246.49","TCP","66","51763  >  443 [ACK] Seq=2399 Ack=6669 Win=130816 Len=0 TSval=632611609 TSecr=4067678512"
"11214","35.455535","107.178.246.49","134.114.109.190","TLSv1.2","199","Application Data"
"11215","35.455554","134.114.109.190","107.178.246.49","TCP","66","51763  >  443 [ACK] Seq=2399 Ack=6802 Win=130688 Len=0 TSval=632611609 TSecr=4067678512"
"11216","35.455643","107.178.246.49","134.114.109.190","TLSv1.2","104","Application Data"
"11217","35.455656","134.114.109.190","107.178.246.49","TCP","66","51763  >  443 [ACK] Seq=2399 Ack=6840 Win=130656 Len=0 TSval=632611609 TSecr=4067678512"
"11218","35.455698","107.178.246.49","134.114.109.190","TLSv1.2","112","Application Data"
"11219","35.455715","134.114.109.190","107.178.246.49","TCP","66","51763  >  443 [ACK] Seq=2399 Ack=6886 Win=131008 Len=0 TSval=632611609 TSecr=4067678512"
"11220","35.457546","134.114.109.190","107.178.246.49","TLSv1.2","112","Application Data"
"11221","35.458641","134.114.109.190","172.217.4.130","QUIC","176","Payload (Encrypted), PKN: 14, CID: 2367890424197743326"
"11222","35.458808","134.114.109.190","10.20.30.40","DNS","84","Standard query 0x5997 A pubads.g.doubleclick.net"
"11223","35.459527","10.20.30.40","134.114.109.190","DNS","126","Standard query response 0x5997 A pubads.g.doubleclick.net CNAME partnerad.l.doubleclick.net A 172.217.11.162"
"11224","35.460903","134.114.109.190","172.217.11.162","QUIC","1236","Payload (Encrypted), PKN: 53, CID: 7281794496133835767"
"11225","35.461489","23.217.104.30","134.114.109.190","TCP","1434","443  >  51774 [ACK] Seq=10262 Ack=8952 Win=47488 Len=1368 TSval=2523431789 TSecr=632611408 [TCP segment of a reassembled PDU]"
"11226","35.461491","23.217.104.30","134.114.109.190","TCP","1434","443  >  51774 [ACK] Seq=11630 Ack=8952 Win=47488 Len=1368 TSval=2523431789 TSecr=632611408 [TCP segment of a reassembled PDU]"
"11227","35.461492","23.217.104.30","134.114.109.190","TLSv1.2","199","Application Data"
"11228","35.461526","134.114.109.190","23.217.104.30","TCP","66","51774  >  443 [ACK] Seq=8952 Ack=12998 Win=128320 Len=0 TSval=632611614 TSecr=2523431789"
"11229","35.461526","134.114.109.190","23.217.104.30","TCP","66","51774  >  443 [ACK] Seq=8952 Ack=13131 Win=128192 Len=0 TSval=632611614 TSecr=2523431789"
"11230","35.461602","134.114.109.190","23.217.104.30","TCP","66","[TCP Window Update] 51774  >  443 [ACK] Seq=8952 Ack=13131 Win=131072 Len=0 TSval=632611614 TSecr=2523431789"
"11231","35.463206","134.114.109.190","107.178.246.49","TLSv1.2","197","Application Data"
"11232","35.467639","134.114.109.141","255.255.255.255","DB-LSP-DISC","208","Dropbox LAN sync Discovery Protocol"
"11233","35.469463","134.114.109.141","134.114.109.255","DB-LSP-DISC","208","Dropbox LAN sync Discovery Protocol"
"11234","35.472480","107.178.246.49","134.114.109.190","TCP","66","443  >  51763 [ACK] Seq=6886 Ack=2445 Win=69888 Len=0 TSval=4067678528 TSecr=632611611"
"11235","35.478069","107.178.246.49","134.114.109.190","TCP","66","443  >  51763 [ACK] Seq=6886 Ack=2576 Win=70912 Len=0 TSval=4067678534 TSecr=632611615"
"11236","35.478702","134.114.109.190","173.241.244.220","TLSv1.3","484","Application Data"
"11237","35.487863","52.40.34.98","134.114.109.190","TCP","66","443  >  51760 [ACK] Seq=2086 Ack=9208 Win=55296 Len=0 TSval=1289935201 TSecr=632611597"
"11238","35.489096","52.40.34.98","134.114.109.190","TLSv1.2","551","Application Data"
"11239","35.489132","134.114.109.190","52.40.34.98","TCP","66","51760  >  443 [ACK] Seq=9208 Ack=2571 Win=130560 Len=0 TSval=632611638 TSecr=1289935202"
"11240","35.489384","134.114.109.190","172.217.4.130","QUIC","210","Payload (Encrypted), PKN: 28, CID: 5852451758725376348"
"11241","35.489432","134.114.109.190","52.40.34.98","TCP","1434","51751  >  443 [ACK] Seq=2334 Ack=6773 Win=131072 Len=1368 TSval=632611638 TSecr=1289934891 [TCP segment of a reassembled PDU]"
"11242","35.489432","134.114.109.190","52.40.34.98","TLSv1.2","571","Application Data"
"11243","35.490388","134.114.109.190","172.217.4.130","QUIC","473","Payload (Encrypted), PKN: 15, CID: 2367890424197743326"
"11244","35.499499","172.217.4.130","134.114.109.190","QUIC","62","Payload (Encrypted), PKN: 12"
"11245","35.500654","134.114.109.190","173.241.244.220","TLSv1.3","450","Application Data"
"11246","35.500852","172.217.11.162","134.114.109.190","QUIC","62","Payload (Encrypted), PKN: 55"
"11247","35.516549","172.217.4.130","134.114.109.190","QUIC","90","Payload (Encrypted), PKN: 13"
"11248","35.516572","172.217.4.130","134.114.109.190","QUIC","60","Payload (Encrypted), PKN: 14"
"11249","35.517148","134.114.109.190","172.217.4.130","QUIC","70","Payload (Encrypted), PKN: 16, CID: 2367890424197743326"
"11250","35.517212","134.114.109.190","199.166.0.200","TLSv1.2","654","Application Data"
"11251","35.518114","fe80::21af:ab7e:273:917b","ff02::fb","MDNS","133","Standard query response 0x0000 AAAA, cache flush fe80::21af:ab7e:273:917b"
"11252","35.521477","134.114.109.190","69.172.216.55","TCP","1434","51782  >  443 [ACK] Seq=2077 Ack=495 Win=131072 Len=1368 TSval=632611669 TSecr=831312335 [TCP segment of a reassembled PDU]"
"11253","35.521478","134.114.109.190","69.172.216.55","TLSv1.2","194","Application Data"
"11254","35.526928","Cisco_a3:bf:f1","Broadcast","ARP","60","Who has 134.114.109.225? Tell 134.114.109.1"
"11255","35.529702","134.114.109.190","173.241.244.220","TLSv1.3","450","Application Data"
"11256","35.530090","172.217.4.130","134.114.109.190","QUIC","62","Payload (Encrypted), PKN: 37"
"11257","35.530945","172.217.4.130","134.114.109.190","QUIC","135","Payload (Encrypted), PKN: 15"
"11258","35.531063","172.217.4.130","134.114.109.190","QUIC","253","Payload (Encrypted), PKN: 38"
"11259","35.531093","172.217.4.130","134.114.109.190","QUIC","60","Payload (Encrypted), PKN: 39"
"11260","35.531250","52.24.31.255","134.114.109.190","TLSv1.2","558","Application Data"
"11261","35.531309","134.114.109.190","52.24.31.255","TCP","66","51786  >  443 [ACK] Seq=1217 Ack=3798 Win=130560 Len=0 TSval=632611678 TSecr=322049622"
"11262","35.531309","134.114.109.190","172.217.4.130","QUIC","70","Payload (Encrypted), PKN: 29, CID: 5852451758725376348"
"11263","35.534807","52.40.34.98","134.114.109.190","TCP","66","443  >  51751 [ACK] Seq=6773 Ack=4207 Win=38912 Len=0 TSval=1289935213 TSecr=632611638"
"11264","35.536062","52.40.34.98","134.114.109.190","TLSv1.2","551","Application Data"
"11265","35.536104","134.114.109.190","52.40.34.98","TCP","66","51751  >  443 [ACK] Seq=4207 Ack=7258 Win=130560 Len=0 TSval=632611682 TSecr=1289935213"
"11266","35.541438","134.114.109.190","23.217.102.89","TLSv1.2","203","Application Data"
"11267","35.544730","173.241.244.220","134.114.109.190","TLSv1.3","559","Application Data"
"11268","35.544731","173.241.244.220","134.114.109.190","TLSv1.3","373","Application Data"
"11269","35.544797","134.114.109.190","173.241.244.220","TCP","54","51771  >  443 [ACK] Seq=2490 Ack=61129 Win=261632 Len=0"
"11270","35.544797","134.114.109.190","173.241.244.220","TCP","54","51771  >  443 [ACK] Seq=2490 Ack=61448 Win=261312 Len=0"
"11271","35.548080","107.178.246.49","134.114.109.190","TLSv1.2","303","Application Data"
"11272","35.548117","134.114.109.190","107.178.246.49","TCP","66","51763  >  443 [ACK] Seq=2576 Ack=7123 Win=130816 Len=0 TSval=632611693 TSecr=4067678604"
"11273","35.548183","107.178.246.49","134.114.109.190","TLSv1.2","199","Application Data"
"11274","35.548202","134.114.109.190","107.178.246.49","TCP","66","51763  >  443 [ACK] Seq=2576 Ack=7256 Win=130912 Len=0 TSval=632611693 TSecr=4067678604"
"11275","35.548231","107.178.246.49","134.114.109.190","TLSv1.2","104","Application Data"
"11276","35.548245","134.114.109.190","107.178.246.49","TCP","66","51763  >  443 [ACK] Seq=2576 Ack=7294 Win=130880 Len=0 TSval=632611693 TSecr=4067678604"
"11277","35.548300","107.178.246.49","134.114.109.190","TLSv1.2","112","Application Data"
"11278","35.548318","134.114.109.190","107.178.246.49","TCP","66","51763  >  443 [ACK] Seq=2576 Ack=7340 Win=131008 Len=0 TSval=632611693 TSecr=4067678604"
"11279","35.548727","199.166.0.200","134.114.109.190","TLSv1.2","503","Application Data"
"11280","35.548753","134.114.109.190","199.166.0.200","TCP","66","51706  >  443 [ACK] Seq=1796 Ack=6949 Win=130624 Len=0 TSval=632611693 TSecr=1022822150"
"11281","35.548889","134.114.109.190","107.178.246.49","TLSv1.2","112","Application Data"
"11282","35.550994","69.172.216.55","134.114.109.190","TCP","66","443  >  51782 [ACK] Seq=495 Ack=3573 Win=36352 Len=0 TSval=831312776 TSecr=632611669"
"11283","35.553837","69.172.216.55","134.114.109.190","TLSv1.2","404","Application Data"
"11284","35.553867","134.114.109.190","69.172.216.55","TCP","66","51782  >  443 [ACK] Seq=3573 Ack=833 Win=130720 Len=0 TSval=632611697 TSecr=831312779"
"11285","35.556272","134.114.109.190","172.217.4.130","QUIC","70","Payload (Encrypted), PKN: 17, CID: 2367890424197743326"
"11286","35.558498","23.217.102.89","134.114.109.190","TLSv1.2","1119","Application Data"
"11287","35.558531","23.217.102.89","134.114.109.190","TLSv1.2","161","Application Data"
"11288","35.558535","134.114.109.190","23.217.102.89","TCP","66","51776  >  443 [ACK] Seq=4359 Ack=13834 Win=130016 Len=0 TSval=632611701 TSecr=2523418464"
"11289","35.558550","134.114.109.190","23.217.102.89","TCP","66","51776  >  443 [ACK] Seq=4359 Ack=13929 Win=129920 Len=0 TSval=632611701 TSecr=2523418464"
"11290","35.563691","107.178.246.49","134.114.109.190","TCP","66","443  >  51763 [ACK] Seq=7340 Ack=2622 Win=70912 Len=0 TSval=4067678620 TSecr=632611693"
"11291","35.564749","173.241.244.220","134.114.109.190","TLSv1.3","559","Application Data"
"11292","35.564779","134.114.109.190","173.241.244.220","TCP","54","51771  >  443 [ACK] Seq=2490 Ack=61953 Win=261632 Len=0"
"11293","35.564783","173.241.244.220","134.114.109.190","TLSv1.3","371","Application Data"
"11294","35.564795","134.114.109.190","173.241.244.220","TCP","54","51771  >  443 [ACK] Seq=2490 Ack=62270 Win=261312 Len=0"
"11295","35.589674","34.211.69.152","134.114.109.190","TCP","1434","443  >  51586 [ACK] Seq=36760 Ack=9346 Win=59392 Len=1368 TSval=2131532265 TSecr=632611380 [TCP segment of a reassembled PDU]"
"11296","35.589676","34.211.69.152","134.114.109.190","TLSv1.2","387","Application Data"
"11297","35.589677","34.211.69.152","134.114.109.190","TLSv1.2","104","Application Data"
"11298","35.589720","134.114.109.190","34.211.69.152","TCP","66","51586  >  443 [ACK] Seq=9346 Ack=38449 Win=129376 Len=0 TSval=632611731 TSecr=2131532265"
"11299","35.589720","134.114.109.190","34.211.69.152","TCP","66","51586  >  443 [ACK] Seq=9346 Ack=38487 Win=129344 Len=0 TSval=632611731 TSecr=2131532265"
"11300","35.595529","173.241.244.220","134.114.109.190","TLSv1.3","559","Application Data"
"11301","35.595531","173.241.244.220","134.114.109.190","TLSv1.3","372","Application Data"
"11302","35.595570","134.114.109.190","173.241.244.220","TCP","54","51771  >  443 [ACK] Seq=2490 Ack=62775 Win=261632 Len=0"
"11303","35.595570","134.114.109.190","173.241.244.220","TCP","54","51771  >  443 [ACK] Seq=2490 Ack=63093 Win=261312 Len=0"
"11304","35.601688","172.217.4.130","134.114.109.190","QUIC","88","Payload (Encrypted), PKN: 16"
"11305","35.601806","172.217.4.130","134.114.109.190","QUIC","60","Payload (Encrypted), PKN: 17"
"11306","35.606103","134.114.109.190","172.217.4.130","QUIC","70","Payload (Encrypted), PKN: 18, CID: 2367890424197743326"
"11307","35.659025","10.30.16.131","224.0.1.129","PTPv2","90","Sync Message"
"11308","35.659307","10.30.16.131","224.0.1.129","PTPv2","90","Follow_Up Message"
"11309","35.671741","Cisco_a3:bf:f1","Broadcast","ARP","60","Who has 134.114.109.128? Tell 134.114.109.1"
"11310","35.723917","134.114.109.190","10.20.30.40","DNS","72","Standard query 0xdd92 A ib.3lift.com"
"11311","35.724474","134.114.109.190","10.20.30.40","DNS","77","Standard query 0x2ee2 A consumer.krxd.net"
"11312","35.724803","10.20.30.40","134.114.109.190","DNS","377","Standard query response 0xdd92 A ib.3lift.com A 52.85.82.115 A 52.85.82.84 A 52.85.82.154 A 52.85.82.34 NS ns-131.awsdns-16.com NS ns-814.awsdns-37.net NS ns-1640.awsdns-13.co.uk NS ns-1435.awsdns-51.org A 205.251.192.131 AAAA 2600:9000:5300:8300::1 A 205.251.195.46 A 205.251.197.155 AAAA 2600:9000:5305:9b00::1"
"11313","35.725081","134.114.109.190","52.85.82.115","TCP","78","51791  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=632611864 TSecr=0 SACK_PERM=1"
"11314","35.729721","134.114.109.190","10.20.30.40","DNS","84","Standard query 0x7fd6 A ads.creative-serving.com"
"11315","35.730099","134.114.109.190","10.20.30.40","DNS","80","Standard query 0x24cb A track.eyeviewads.com"
"11316","35.730437","10.20.30.40","134.114.109.190","DNS","459","Standard query response 0x7fd6 A ads.creative-serving.com CNAME elb-aws-ca-clickdistrict-2095435364.us-west-1.elb.amazonaws.com A 52.9.110.112 A 54.153.41.20 NS ns-467.awsdns-58.com NS ns-699.awsdns-23.net NS ns-1036.awsdns-01.org NS ns-1850.awsdns-39.co.uk A 205.251.196.12 AAAA 2600:9000:5304:c00::1 A 205.251.193.211 AAAA 2600:9000:5301:d300::1 A 205.251.194.187 AAAA 2600:9000:5302:bb00::1"
"11317","35.730664","134.114.109.190","10.20.30.40","DNS","76","Standard query 0xa2ef A sync.adotmob.com"
"11318","35.730785","134.114.109.190","52.9.110.112","TCP","78","51792  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=632611869 TSecr=0 SACK_PERM=1"
"11319","35.730857","10.20.30.40","134.114.109.190","DNS","515","Standard query response 0x24cb A track.eyeviewads.com CNAME alb-vpc-pixel-tracker-front-prod-1906776940.us-east-1.elb.amazonaws.com A 52.5.0.37 A 107.23.232.59 A 52.44.140.161 A 34.236.230.194 A 18.204.72.204 A 52.200.135.6 A 52.3.158.250 A 34.193.148.83 NS ns-235.awsdns-29.com NS ns-1119.awsdns-11.org NS ns-934.awsdns-52.net NS ns-1793.awsdns-32.co.uk A 205.251.195.166 AAAA 2600:9000:5303:a600::1 A 205.251.192.235 AAAA 2600:9000:5300:eb00::1"
"11320","35.731159","134.114.109.190","10.20.30.40","DNS","74","Standard query 0xf324 A cm.netseer.com"
"11321","35.731263","134.114.109.190","52.5.0.37","TCP","78","51793  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=632611869 TSecr=0 SACK_PERM=1"
"11322","35.731394","10.20.30.40","134.114.109.190","DNS","381","Standard query response 0xa2ef A sync.adotmob.com A 18.224.255.197 A 18.222.65.219 A 18.225.20.27 A 18.188.98.82 NS ns-1707.awsdns-21.co.uk NS ns-1050.awsdns-03.org NS ns-261.awsdns-32.com NS ns-966.awsdns-56.net A 205.251.193.5 AAAA 2600:9000:5301:500::1 A 205.251.195.198 A 205.251.196.26 AAAA 2600:9000:5304:1a00::1"
"11323","35.731995","10.20.30.40","134.114.109.190","DNS","371","Standard query response 0xf324 A cm.netseer.com A 54.175.12.57 A 54.210.122.35 A 52.0.12.36 A 34.228.35.72 A 34.199.182.116 A 54.84.70.142 A 34.234.26.171 A 52.73.238.79 NS ns-855.awsdns-42.net NS ns-1248.awsdns-28.org NS ns-500.awsdns-62.com NS ns-1570.awsdns-04.co.uk A 205.251.193.244 A 205.251.196.224"
"11324","35.736410","134.114.109.190","10.20.30.40","DNS","83","Standard query 0x9167 A dsp.adfarm1.adition.com"
"11325","35.737198","134.114.109.190","18.224.255.197","TCP","78","51794  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=632611875 TSecr=0 SACK_PERM=1"
"11326","35.737374","134.114.109.190","54.175.12.57","TCP","78","51795  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=632611875 TSecr=0 SACK_PERM=1"
"11327","35.738211","134.114.109.190","10.20.30.40","DNS","77","Standard query 0x7da7 A bh.contextweb.com"
"11328","35.740073","52.85.82.115","134.114.109.190","TCP","74","443  >  51791 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1380 SACK_PERM=1 TSval=2900985569 TSecr=632611864 WS=256"
"11329","35.740110","134.114.109.190","52.85.82.115","TCP","66","51791  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=632611877 TSecr=2900985569"
"11330","35.741595","134.114.109.190","10.20.30.40","DNS","76","Standard query 0xc761 A sync.tidaltv.com"
"11331","35.742443","10.20.30.40","134.114.109.190","DNS","434","Standard query response 0xc761 A sync.tidaltv.com CNAME usorlzdiprd-external-190420686.us-west-2.elb.amazonaws.com A 54.191.224.161 A 35.165.203.236 A 35.163.128.151 A 52.11.229.48 NS ns-1475.awsdns-56.org NS ns-1769.awsdns-29.co.uk NS ns-332.awsdns-41.com NS ns-560.awsdns-06.net A 205.251.193.76 AAAA 2600:9000:5301:4c00::1 A 205.251.194.48 AAAA 2600:9000:5302:3000::1"
"11332","35.743962","10.20.30.40","134.114.109.190","DNS","263","Standard query response 0x2ee2 A consumer.krxd.net CNAME c.global-ssl.fastly.net A 151.101.196.175 NS ns2.fastly.net NS ns1.fastly.net NS ns3.fastly.net NS ns4.fastly.net A 23.235.32.32 A 104.156.80.32 A 23.235.36.32 A 104.156.84.32"
"11333","35.753777","134.114.109.190","151.101.196.175","TCP","78","51796  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=632611890 TSecr=0 SACK_PERM=1"
"11334","35.755224","52.9.110.112","134.114.109.190","TCP","74","443  >  51792 [SYN, ACK] Seq=0 Ack=1 Win=26847 Len=0 MSS=1380 SACK_PERM=1 TSval=11995557 TSecr=632611869 WS=256"
"11335","35.755264","134.114.109.190","52.9.110.112","TCP","66","51792  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=632611891 TSecr=11995557"
"11336","35.757721","10.20.30.40","134.114.109.190","DNS","275","Standard query response 0x7da7 A bh.contextweb.com CNAME prod.contextweb.map.fastlylb.net A 151.101.196.166 NS ns2.fastlylb.net NS ns1.fastlylb.net NS ns3.fastlylb.net NS ns4.fastlylb.net A 23.235.32.32 A 104.156.80.32 A 23.235.36.32 A 104.156.84.32"
"11337","35.760586","134.114.109.190","151.101.196.166","TCP","78","51797  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=32 TSval=632611896 TSecr=0 SACK_PERM=1"
"11338","35.771327","151.101.196.175","134.114.109.190","TCP","74","443  >  51796 [SYN, ACK] Seq=0 Ack=1 Win=27920 Len=0 MSS=1380 SACK_PERM=1 TSval=786251453 TSecr=632611890 WS=512"
"11339","35.771401","134.114.109.190","151.101.196.175","TCP","66","51796  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=632611906 TSecr=786251453"
"11340","35.777014","172.217.11.162","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 56"
"11341","35.777015","172.217.11.162","134.114.109.190","QUIC","915","Payload (Encrypted), PKN: 57"
"11342","35.777127","172.217.11.162","134.114.109.190","QUIC","127","Payload (Encrypted), PKN: 58"
"11343","35.777315","134.114.109.190","172.217.11.162","QUIC","70","Payload (Encrypted), PKN: 54, CID: 7281794496133835767"
"11344","35.778148","151.101.196.166","134.114.109.190","TCP","74","443  >  51797 [SYN, ACK] Seq=0 Ack=1 Win=27920 Len=0 MSS=1380 SACK_PERM=1 TSval=2061317772 TSecr=632611896 WS=512"
"11345","35.778204","134.114.109.190","151.101.196.166","TCP","66","51797  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=632611912 TSecr=2061317772"
"11346","35.779487","134.114.109.190","10.20.30.40","DNS","80","Standard query 0xc937 A contextual.media.net"
"11347","35.780466","10.20.30.40","134.114.109.190","DNS","515","Standard query response 0xc937 A contextual.media.net CNAME wildcard.media.net.edgekey.net CNAME e607.e11.akamaiedge.net A 23.8.170.84 NS n6e11.akamaiedge.net NS n2e11.akamaiedge.net NS n0e11.akamaiedge.net NS n1e11.akamaiedge.net NS n3e11.akamaiedge.net NS n7e11.akamaiedge.net NS n5e11.akamaiedge.net NS n4e11.akamaiedge.net A 198.172.88.110 AAAA 2600:1406:1c:f000:902f:2d2c:ab5e:4839 A 23.193.46.16 A 216.156.225.139 A 23.193.46.14 A 23.193.46.15 A 88.221.81.192 AAAA 2600:1480:e800::c0 A 198.172.88.117 A 184.50.27.228"
"11348","35.795451","52.5.0.37","134.114.109.190","TCP","74","443  >  51793 [SYN, ACK] Seq=0 Ack=1 Win=26847 Len=0 MSS=1380 SACK_PERM=1 TSval=2079022509 TSecr=632611869 WS=256"
"11349","35.795492","134.114.109.190","52.5.0.37","TCP","66","51793  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=632611929 TSecr=2079022509"
